type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
mama,,,7469,0,708,0,106.699,0.0
lel,,,7465,0,645,0,106.642,0.0
learned,,,7461,0,712,0,106.584,0.0
land,,,7454,0,706,0,106.484,0.0
yon,,,7447,0,714,0,106.384,0.0
grandma,,,7439,0,714,0,106.27,0.0
cup,,,7430,0,708,0,106.142,0.0
mike,,,7426,0,602,0,106.084,0.0
talkin,,,7423,0,707,0,106.042,0.0
ears,,,7421,0,712,0,106.013,0.0
paris,,,7417,0,469,0,105.956,0.0
lovely,,,7411,0,707,0,105.87,0.0
everyones,,,7390,0,714,0,105.57,0.0
quit,,,7388,0,715,0,105.542,0.0
barbie,,,7383,0,525,0,105.47,0.0
hat,,,7383,0,712,0,105.47,0.0
bi,,,7381,0,714,0,105.442,0.0
kris,,,7377,0,159,0,105.384,0.0
xdn,,,7360,0,642,0,105.142,0.0
passed,,,7356,0,720,0,105.084,0.0
lipstick,,,7352,0,249,0,105.027,0.0
youve,,,7351,0,714,0,105.013,0.0
studying,,,7343,0,707,0,104.899,0.0
hide,,,7342,0,719,0,104.884,0.0
yah,,,7337,0,694,0,104.813,0.0
godn,,,7336,0,715,0,104.799,0.0
squad,,,7332,0,682,0,104.742,0.0
besides,,,7327,0,715,0,104.67,0.0
ri,,,7325,0,586,0,104.642,0.0
society,,,7320,0,677,0,104.57,0.0
thoughn,,,7320,0,690,0,104.57,0.0
guyn,,,7315,0,713,0,104.499,0.0
usn,,,7314,0,701,0,104.484,0.0
toe,,,7310,0,706,0,104.427,0.0
hewwo,,,7309,0,671,0,104.413,0.0
skip,,,7308,0,716,0,104.399,0.0
ed,,,7303,0,701,0,104.327,0.0
apples,,,7299,0,596,0,104.27,0.0
ish,,,7288,0,693,0,104.113,0.0
tube,,,7277,0,703,0,103.956,0.0
ep,,,7266,0,686,0,103.799,0.0
handle,,,7262,0,718,0,103.742,0.0
soft,,,7259,0,709,0,103.699,0.0
ummm,,,7259,0,712,0,103.699,0.0
completely,,,7257,0,714,0,103.67,0.0
knowing,,,7255,0,724,0,103.642,0.0
si,,,7253,0,707,0,103.613,0.0
ayyy,,,7245,0,690,0,103.499,0.0
xn,,,7234,0,714,0,103.342,0.0
hmn,,,7233,0,703,0,103.327,0.0
spoiler,,,7211,0,628,0,103.013,0.0
convo,,,7209,0,708,0,102.984,0.0
mid,,,7196,0,690,0,102.799,0.0
piano,,,7190,0,671,0,102.713,0.0
chats,,,7187,0,711,0,102.67,0.0
mum,,,7183,0,701,0,102.613,0.0
bunnie,,,7181,0,91,0,102.584,0.0
clear,,,7172,0,716,0,102.456,0.0
toes,,,7169,0,695,0,102.413,0.0
yoo,,,7164,0,705,0,102.342,0.0
twitch,,,7163,0,702,0,102.327,0.0
putting,,,7162,0,715,0,102.313,0.0
eternal,,,7159,0,541,0,102.27,0.0
respond,,,7151,0,718,0,102.156,0.0
quote,,,7144,0,697,0,102.056,0.0
monster,,,7143,0,706,0,102.042,0.0
gib,,,7140,0,641,0,101.999,0.0
friendn,,,7128,0,710,0,101.827,0.0
slayer,,,7127,0,669,0,101.813,0.0
battle,,,7126,0,706,0,101.799,0.0
insta,,,7123,0,712,0,101.756,0.0
frick,,,7122,0,688,0,101.742,0.0
obviously,,,7121,0,716,0,101.727,0.0
hugo,,,7119,0,97,0,101.699,0.0
flat,,,7105,0,698,0,101.499,0.0
excited,,,7104,0,718,0,101.484,0.0
tv,,,7102,0,715,0,101.456,0.0
hates,,,7100,0,720,0,101.427,0.0
blossom,,,7099,0,300,0,101.413,0.0
oml,,,7094,0,699,0,101.342,0.0
teeth,,,7092,0,709,0,101.313,0.0
animes,,,7086,0,676,0,101.227,0.0
moren,,,7083,0,708,0,101.184,0.0
leg,,,7081,0,710,0,101.156,0.0
ie,,,7070,0,483,0,100.999,0.0
stopn,,,7060,0,711,0,100.856,0.0
sin,,,7057,0,692,0,100.813,0.0
burger,,,7037,0,704,0,100.527,0.0
fans,,,7037,0,714,0,100.527,0.0
verified,,,7036,0,605,0,100.513,0.0
ar,,,7036,0,710,0,100.513,0.0
marriage,,,7036,0,683,0,100.513,0.0
glasses,,,7034,0,699,0,100.484,0.0
ne,,,7029,0,708,0,100.413,0.0
lit,,,7028,0,703,0,100.399,0.0
playlist,,,7025,0,700,0,100.356,0.0
sayn,,,7020,0,715,0,100.284,0.0
bug,,,7010,0,699,0,100.142,0.0
wan,,,7004,0,687,0,100.056,0.0
dyno,,,6992,0,574,0,99.884,0.0
streaming,,,6989,0,705,0,99.842,0.0
holo,,,6987,0,279,0,99.813,0.0
fingers,,,6983,0,717,0,99.756,0.0
spank,,,6982,0,583,0,99.742,0.0
create,,,6982,0,712,0,99.742,0.0
gamen,,,6976,0,691,0,99.656,0.0
idek,,,6973,0,717,0,99.613,0.0
friday,,,6971,0,711,0,99.584,0.0
surprised,,,6967,0,716,0,99.527,0.0
shadow,,,6967,0,671,0,99.527,0.0
website,,,6964,0,707,0,99.484,0.0
moderator,,,6964,0,632,0,99.484,0.0
mess,,,6958,0,713,0,99.399,0.0
neck,,,6958,0,712,0,99.399,0.0
wolf,,,6956,0,670,0,99.37,0.0
mental,,,6955,0,711,0,99.356,0.0
train,,,6955,0,699,0,99.356,0.0
ellie,,,6945,0,323,0,99.213,0.0
hu,,,6936,0,697,0,99.084,0.0
example,,,6924,0,717,0,98.913,0.0
lyrics,,,6920,0,715,0,98.856,0.0
seb,,,6916,0,150,0,98.799,0.0
agon,,,6905,0,697,0,98.642,0.0
tia,,,6895,0,161,0,98.499,0.0
taller,,,6894,0,690,0,98.484,0.0
translate,,,6890,0,706,0,98.427,0.0
walking,,,6884,0,711,0,98.342,0.0
hang,,,6876,0,714,0,98.227,0.0
midnight,,,6872,0,700,0,98.17,0.0
area,,,6866,0,711,0,98.084,0.0
floor,,,6855,0,708,0,97.927,0.0
turning,,,6839,0,717,0,97.699,0.0
normally,,,6839,0,710,0,97.699,0.0
uk,,,6838,0,704,0,97.684,0.0
waste,,,6834,0,712,0,97.627,0.0
mini,,,6831,0,695,0,97.584,0.0
personally,,,6830,0,710,0,97.57,0.0
fly,,,6823,0,715,0,97.47,0.0
third,,,6820,0,722,0,97.427,0.0
pillow,,,6820,0,699,0,97.427,0.0
checked,,,6813,0,720,0,97.327,0.0
anymoren,,,6802,0,707,0,97.17,0.0
shop,,,6799,0,701,0,97.127,0.0
adopt,,,6798,0,674,0,97.113,0.0
blame,,,6784,0,711,0,96.913,0.0
adam,,,6783,0,539,0,96.899,0.0
sunny,,,6776,0,532,0,96.799,0.0
photo,,,6773,0,708,0,96.756,0.0
nagito,,,6773,0,173,0,96.756,0.0
boom,,,6773,0,710,0,96.756,0.0
marshal,,,6766,0,83,0,96.656,0.0
ren,,,6763,0,593,0,96.613,0.0
lily,,,6763,0,480,0,96.613,0.0
dear,,,6753,0,702,0,96.47,0.0
evil,,,6752,0,703,0,96.456,0.0
himself,,,6752,0,718,0,96.456,0.0
discordn,,,6744,0,695,0,96.342,0.0
divorce,,,6744,0,635,0,96.342,0.0
global,,,6738,0,641,0,96.256,0.0
south,,,6735,0,708,0,96.213,0.0
classic,,,6725,0,696,0,96.07,0.0
closed,,,6723,0,711,0,96.042,0.0
promise,,,6719,0,718,0,95.984,0.0
famous,,,6710,0,715,0,95.856,0.0
gross,,,6707,0,702,0,95.813,0.0
choccy,,,6707,0,374,0,95.813,0.0
period,,,6700,0,711,0,95.713,0.0
edit,,,6695,0,716,0,95.642,0.0
daughter,,,6689,0,683,0,95.556,0.0
noni,,,6687,0,709,0,95.527,0.0
trick,,,6661,0,679,0,95.156,0.0
challenge,,,6658,0,696,0,95.113,0.0
pepe,,,6656,0,656,0,95.084,0.0
muffin,,,6651,0,492,0,95.013,0.0
leveled,,,6650,0,600,0,94.999,0.0
boss,,,6645,0,702,0,94.927,0.0
key,,,6638,0,703,0,94.827,0.0
staying,,,6633,0,719,0,94.756,0.0
india,,,6623,0,683,0,94.613,0.0
oopn,,,6622,0,641,0,94.599,0.0
wave,,,6619,0,668,0,94.556,0.0
boba,,,6618,0,525,0,94.542,0.0
lag,,,6616,0,698,0,94.513,0.0
wondering,,,6605,0,720,0,94.356,0.0
dy,,,6602,0,332,0,94.313,0.0
built,,,6600,0,705,0,94.284,0.0
allow,,,6596,0,720,0,94.227,0.0
ending,,,6592,0,713,0,94.17,0.0
lady,,,6590,0,711,0,94.142,0.0
weirdn,,,6575,0,708,0,93.927,0.0
cough,,,6571,0,700,0,93.87,0.0
bird,,,6568,0,702,0,93.827,0.0
boredn,,,6565,0,702,0,93.784,0.0
considered,,,6564,0,711,0,93.77,0.0
howdy,,,6561,0,640,0,93.727,0.0
weight,,,6556,0,687,0,93.656,0.0
expensive,,,6556,0,701,0,93.656,0.0
remind,,,6554,0,706,0,93.627,0.0
inv,,,6552,0,662,0,93.599,0.0
gabi,,,6549,0,222,0,93.556,0.0
tomi,,,6549,0,156,0,93.556,0.0
press,,,6545,0,711,0,93.499,0.0
exams,,,6542,0,690,0,93.456,0.0
rp,,,6536,0,678,0,93.37,0.0
somehow,,,6532,0,715,0,93.313,0.0
monkey,,,6528,0,693,0,93.256,0.0
personn,,,6526,0,708,0,93.227,0.0
bois,,,6512,0,684,0,93.027,0.0
tamaki,,,6500,0,172,0,92.856,0.0
sentence,,,6499,0,719,0,92.842,0.0
sword,,,6498,0,691,0,92.827,0.0
million,,,6495,0,710,0,92.784,0.0
nether,,,6494,0,387,0,92.77,0.0
australia,,,6492,0,684,0,92.742,0.0
although,,,6492,0,697,0,92.742,0.0
dio,,,6492,0,606,0,92.742,0.0
dank,,,6491,0,669,0,92.727,0.0
greetings,,,6488,0,626,0,92.684,0.0
kazu,,,6486,0,88,0,92.656,0.0
twitter,,,6477,0,694,0,92.527,0.0
sorrow,,,6464,0,264,0,92.342,0.0
health,,,6463,0,712,0,92.327,0.0
ripn,,,6461,0,692,0,92.299,0.0
fallen,,,6460,0,624,0,92.284,0.0
advertise,,,6460,0,637,0,92.284,0.0
stuffn,,,6459,0,699,0,92.27,0.0
style,,,6455,0,709,0,92.213,0.0
adorable,,,6454,0,685,0,92.199,0.0
numbers,,,6449,0,707,0,92.127,0.0
issue,,,6448,0,711,0,92.113,0.0
knife,,,6445,0,706,0,92.07,0.0
letter,,,6441,0,702,0,92.013,0.0
troll,,,6431,0,699,0,91.87,0.0
ways,,,6424,0,718,0,91.77,0.0
pocky,,,6416,0,258,0,91.656,0.0
nm,,,6413,0,682,0,91.613,0.0
posting,,,6409,0,706,0,91.556,0.0
easier,,,6407,0,718,0,91.527,0.0
halloween,,,6406,0,543,0,91.513,0.0
hop,,,6399,0,705,0,91.413,0.0
suppose,,,6392,0,713,0,91.313,0.0
ab,,,6390,0,687,0,91.284,0.0
alcohol,,,6390,0,673,0,91.284,0.0
carry,,,6388,0,698,0,91.256,0.0
suicide,,,6378,0,659,0,91.113,0.0
enter,,,6372,0,706,0,91.027,0.0
reverse,,,6369,0,692,0,90.984,0.0
valorant,,,6357,0,488,0,90.813,0.0
goood,,,6357,0,698,0,90.813,0.0
tiny,,,6352,0,696,0,90.742,0.0
wrote,,,6350,0,714,0,90.713,0.0
bruv,,,6350,0,688,0,90.713,0.0
nacht,,,6346,0,147,0,90.656,0.0
bruno,,,6346,0,375,0,90.656,0.0
donald,,,6345,0,693,0,90.642,0.0
final,,,6345,0,712,0,90.642,0.0
similar,,,6343,0,718,0,90.613,0.0
fail,,,6341,0,712,0,90.584,0.0
bottom,,,6338,0,708,0,90.542,0.0
maddie,,,6332,0,262,0,90.456,0.0
five,,,6331,0,714,0,90.442,0.0
sushi,,,6330,0,658,0,90.427,0.0
ngln,,,6327,0,672,0,90.384,0.0
map,,,6322,0,664,0,90.313,0.0
suggest,,,6322,0,699,0,90.313,0.0
haii,,,6318,0,565,0,90.256,0.0
horror,,,6309,0,685,0,90.127,0.0
simpn,,,6308,0,530,0,90.113,0.0
demoted,,,6307,0,630,0,90.099,0.0
afraid,,,6306,0,700,0,90.084,0.0
wonderful,,,6297,0,687,0,89.956,0.0
afternoon,,,6295,0,706,0,89.927,0.0
reaction,,,6295,0,710,0,89.927,0.0
kk,,,6291,0,710,0,89.87,0.0
homo,,,6289,0,659,0,89.842,0.0
stomach,,,6284,0,715,0,89.77,0.0
turns,,,6278,0,715,0,89.684,0.0
rin,,,6276,0,514,0,89.656,0.0
dip,,,6274,0,698,0,89.627,0.0
poggers,,,6268,0,627,0,89.542,0.0
relate,,,6266,0,710,0,89.513,0.0
insult,,,6262,0,709,0,89.456,0.0
vibing,,,6257,0,602,0,89.384,0.0
shoes,,,6248,0,681,0,89.256,0.0
dry,,,6238,0,716,0,89.113,0.0
meeting,,,6234,0,711,0,89.056,0.0
lies,,,6232,0,713,0,89.027,0.0
thoughts,,,6222,0,715,0,88.884,0.0
geh,,,6220,0,145,0,88.856,0.0
yetn,,,6208,0,697,0,88.684,0.0
sort,,,6208,0,707,0,88.684,0.0
finger,,,6207,0,712,0,88.67,0.0
visit,,,6206,0,705,0,88.656,0.0
arm,,,6205,0,702,0,88.642,0.0
mouse,,,6200,0,705,0,88.57,0.0
evening,,,6197,0,702,0,88.527,0.0
darling,,,6196,0,675,0,88.513,0.0
jealous,,,6196,0,704,0,88.513,0.0
clearly,,,6195,0,712,0,88.499,0.0
innocent,,,6193,0,703,0,88.47,0.0
race,,,6191,0,702,0,88.442,0.0
ahn,,,6186,0,684,0,88.37,0.0
frn,,,6183,0,661,0,88.327,0.0
nightn,,,6177,0,700,0,88.242,0.0
easily,,,6172,0,718,0,88.17,0.0
nthat,,,6167,0,701,0,88.099,0.0
je,,,6166,0,658,0,88.084,0.0
clothes,,,6165,0,706,0,88.07,0.0
omfg,,,6163,0,704,0,88.042,0.0
pineapple,,,6163,0,667,0,88.042,0.0
peck,,,6162,0,203,0,88.027,0.0
modn,,,6152,0,678,0,87.884,0.0
law,,,6152,0,689,0,87.884,0.0
spicy,,,6152,0,696,0,87.884,0.0
ivyy,,,6152,0,72,0,87.884,0.0
haruki,,,6150,0,106,0,87.856,0.0
yus,,,6149,0,587,0,87.842,0.0
valentine,,,6147,0,442,0,87.813,0.0
wars,,,6137,0,701,0,87.67,0.0
business,,,6132,0,709,0,87.599,0.0
credit,,,6128,0,702,0,87.542,0.0
rae,,,6125,0,368,0,87.499,0.0
hunter,,,6125,0,666,0,87.499,0.0
cod,,,6125,0,691,0,87.499,0.0
rid,,,6124,0,716,0,87.484,0.0
animals,,,6123,0,698,0,87.47,0.0
created,,,6123,0,714,0,87.47,0.0
rolen,,,6117,0,677,0,87.384,0.0
downn,,,6117,0,706,0,87.384,0.0
mario,,,6115,0,676,0,87.356,0.0
apps,,,6115,0,661,0,87.356,0.0
babe,,,6115,0,690,0,87.356,0.0
adult,,,6105,0,707,0,87.213,0.0
empire,,,6103,0,513,0,87.184,0.0
ends,,,6102,0,715,0,87.17,0.0
clown,,,6089,0,666,0,86.984,0.0
pure,,,6088,0,702,0,86.97,0.0
chilling,,,6088,0,702,0,86.97,0.0
mistake,,,6082,0,719,0,86.884,0.0
harem,,,6078,0,555,0,86.827,0.0
hoi,,,6069,0,648,0,86.699,0.0
personality,,,6066,0,695,0,86.656,0.0
record,,,6064,0,720,0,86.627,0.0
nopen,,,6061,0,704,0,86.584,0.0
messed,,,6056,0,718,0,86.513,0.0
doggo,,,6052,0,656,0,86.456,0.0
however,,,6049,0,703,0,86.413,0.0
murder,,,6042,0,715,0,86.313,0.0
emily,,,6040,0,442,0,86.284,0.0
topicn,,,6039,0,543,0,86.27,0.0
legends,,,6038,0,695,0,86.256,0.0
wtfn,,,6036,0,691,0,86.227,0.0
mouth,,,6035,0,707,0,86.213,0.0
vibes,,,6028,0,695,0,86.113,0.0
songn,,,6024,0,695,0,86.056,0.0
north,,,6020,0,695,0,85.999,0.0
artist,,,6016,0,712,0,85.942,0.0
selling,,,6010,0,704,0,85.856,0.0
army,,,6008,0,696,0,85.827,0.0
action,,,6007,0,717,0,85.813,0.0
silent,,,6006,0,702,0,85.799,0.0
terrible,,,6005,0,707,0,85.784,0.0
kawaii,,,6004,0,576,0,85.77,0.0
ou,,,6003,0,706,0,85.756,0.0
grind,,,5997,0,689,0,85.67,0.0
trial,,,5993,0,601,0,85.613,0.0
co,,,5993,0,699,0,85.613,0.0
aka,,,5990,0,700,0,85.57,0.0
tim,,,5988,0,497,0,85.542,0.0
waifus,,,5973,0,512,0,85.327,0.0
furries,,,5960,0,665,0,85.142,0.0
inactive,,,5956,0,684,0,85.084,0.0
teachers,,,5954,0,707,0,85.056,0.0
robbie,,,5953,0,178,0,85.042,0.0
cmon,,,5953,0,707,0,85.042,0.0
magic,,,5949,0,701,0,84.984,0.0
creepy,,,5946,0,713,0,84.942,0.0
round,,,5946,0,711,0,84.942,0.0
weather,,,5943,0,698,0,84.899,0.0
eaten,,,5942,0,703,0,84.884,0.0
vanilla,,,5934,0,634,0,84.77,0.0
judge,,,5930,0,712,0,84.713,0.0
reasons,,,5927,0,715,0,84.67,0.0
suffer,,,5917,0,690,0,84.527,0.0
stan,,,5915,0,669,0,84.499,0.0
saved,,,5909,0,712,0,84.413,0.0
universe,,,5903,0,684,0,84.327,0.0
dadn,,,5894,0,678,0,84.199,0.0
butter,,,5892,0,702,0,84.17,0.0
cha,,,5878,0,549,0,83.97,0.0
otherwise,,,5875,0,703,0,83.927,0.0
lobby,,,5874,0,520,0,83.913,0.0
cuties,,,5871,0,634,0,83.87,0.0
nono,,,5870,0,702,0,83.856,0.0
btwn,,,5864,0,696,0,83.77,0.0
fixed,,,5861,0,707,0,83.727,0.0
fear,,,5856,0,708,0,83.656,0.0
healthy,,,5853,0,700,0,83.613,0.0
trolling,,,5849,0,684,0,83.556,0.0
specific,,,5849,0,708,0,83.556,0.0
unknown,,,5848,0,605,0,83.542,0.0
probs,,,5841,0,696,0,83.442,0.0
spider,,,5834,0,685,0,83.342,0.0
mia,,,5832,0,585,0,83.313,0.0
shay,,,5827,0,130,0,83.242,0.0
salty,,,5826,0,674,0,83.227,0.0
hiro,,,5826,0,323,0,83.227,0.0
jail,,,5826,0,691,0,83.227,0.0
permission,,,5823,0,705,0,83.184,0.0
char,,,5823,0,500,0,83.184,0.0
tokyo,,,5819,0,667,0,83.127,0.0
fox,,,5817,0,661,0,83.099,0.0
yu,,,5815,0,688,0,83.07,0.0
winter,,,5811,0,685,0,83.013,0.0
bby,,,5799,0,644,0,82.842,0.0
werent,,,5795,0,707,0,82.784,0.0
tik,,,5789,0,678,0,82.699,0.0
se,,,5786,0,708,0,82.656,0.0
mhmn,,,5784,0,668,0,82.627,0.0
quality,,,5783,0,701,0,82.613,0.0
march,,,5783,0,674,0,82.613,0.0
cooking,,,5781,0,704,0,82.584,0.0
ey,,,5780,0,702,0,82.57,0.0
losing,,,5768,0,711,0,82.399,0.0
asia,,,5767,0,696,0,82.384,0.0
gayn,,,5766,0,635,0,82.37,0.0
showing,,,5756,0,722,0,82.227,0.0
mo,,,5755,0,708,0,82.213,0.0
guitar,,,5752,0,675,0,82.17,0.0
talks,,,5751,0,712,0,82.156,0.0
showed,,,5744,0,709,0,82.056,0.0
everywhere,,,5742,0,708,0,82.027,0.0
haiii,,,5740,0,569,0,81.999,0.0
wby,,,5740,0,643,0,81.999,0.0
pan,,,5728,0,680,0,81.827,0.0
ave,,,5724,0,366,0,81.77,0.0
absolutely,,,5713,0,703,0,81.613,0.0
stars,,,5713,0,707,0,81.613,0.0
harry,,,5712,0,656,0,81.599,0.0
randomly,,,5707,0,713,0,81.527,0.0
wit,,,5706,0,704,0,81.513,0.0
ignoring,,,5704,0,717,0,81.484,0.0
ol,,,5703,0,698,0,81.47,0.0
album,,,5701,0,665,0,81.442,0.0
ride,,,5701,0,705,0,81.442,0.0
europe,,,5695,0,696,0,81.356,0.0
myselfn,,,5694,0,695,0,81.342,0.0
invited,,,5694,0,706,0,81.342,0.0
religion,,,5689,0,698,0,81.27,0.0
related,,,5687,0,714,0,81.242,0.0
cos,,,5681,0,635,0,81.156,0.0
anna,,,5680,0,484,0,81.142,0.0
obama,,,5674,0,657,0,81.056,0.0
slide,,,5670,0,703,0,80.999,0.0
porn,,,5667,0,449,0,80.956,0.0
mal,,,5664,0,386,0,80.913,0.0
themselves,,,5660,0,711,0,80.856,0.0
apart,,,5658,0,713,0,80.827,0.0
grammar,,,5655,0,699,0,80.784,0.0
lee,,,5655,0,587,0,80.784,0.0
toilet,,,5654,0,697,0,80.77,0.0
ehh,,,5653,0,688,0,80.756,0.0
curious,,,5652,0,713,0,80.742,0.0
chips,,,5646,0,696,0,80.656,0.0
nbut,,,5643,0,700,0,80.613,0.0
band,,,5642,0,684,0,80.599,0.0
mango,,,5641,0,571,0,80.584,0.0
west,,,5638,0,693,0,80.542,0.0
slowly,,,5635,0,706,0,80.499,0.0
scarlett,,,5627,0,123,0,80.384,0.0
owon,,,5627,0,608,0,80.384,0.0
icy,,,5621,0,390,0,80.299,0.0
useless,,,5621,0,707,0,80.299,0.0
content,,,5621,0,695,0,80.299,0.0
gain,,,5619,0,697,0,80.27,0.0
holding,,,5618,0,708,0,80.256,0.0
princess,,,5616,0,658,0,80.227,0.0
events,,,5615,0,661,0,80.213,0.0
harder,,,5613,0,713,0,80.184,0.0
carol,,,5613,0,161,0,80.184,0.0
welcomes,,,5613,0,507,0,80.184,0.0
fruit,,,5606,0,695,0,80.084,0.0
camera,,,5605,0,703,0,80.07,0.0
pretend,,,5600,0,715,0,79.999,0.0
com,,,5600,0,696,0,79.999,0.0
maths,,,5597,0,697,0,79.956,0.0
bannedn,,,5596,0,681,0,79.942,0.0
elon,,,5596,0,572,0,79.942,0.0
someones,,,5592,0,713,0,79.884,0.0
ft,,,5591,0,697,0,79.87,0.0
ka,,,5591,0,683,0,79.87,0.0
tfn,,,5589,0,682,0,79.842,0.0
penta,,,5586,0,116,0,79.799,0.0
places,,,5584,0,700,0,79.77,0.0
yan,,,5583,0,689,0,79.756,0.0
ari,,,5583,0,428,0,79.756,0.0
funnyn,,,5583,0,694,0,79.756,0.0
scream,,,5582,0,715,0,79.742,0.0
zone,,,5578,0,701,0,79.684,0.0
giveaways,,,5574,0,571,0,79.627,0.0
females,,,5570,0,662,0,79.57,0.0
bath,,,5570,0,686,0,79.57,0.0
dun,,,5569,0,620,0,79.556,0.0
lesbian,,,5569,0,689,0,79.556,0.0
robux,,,5568,0,582,0,79.542,0.0
situation,,,5560,0,714,0,79.427,0.0
gamers,,,5553,0,643,0,79.327,0.0
arabic,,,5552,0,672,0,79.313,0.0
books,,,5549,0,690,0,79.27,0.0
sry,,,5546,0,700,0,79.227,0.0
zoom,,,5546,0,651,0,79.227,0.0
verify,,,5544,0,590,0,79.199,0.0
comfy,,,5535,0,582,0,79.07,0.0
button,,,5534,0,702,0,79.056,0.0
aha,,,5533,0,698,0,79.042,0.0
falling,,,5532,0,710,0,79.027,0.0
consider,,,5531,0,705,0,79.013,0.0
android,,,5531,0,675,0,79.013,0.0
quarantine,,,5526,0,518,0,78.942,0.0
olds,,,5526,0,707,0,78.942,0.0
hehen,,,5526,0,668,0,78.942,0.0
cm,,,5525,0,676,0,78.927,0.0
offn,,,5521,0,701,0,78.87,0.0
ion,,,5517,0,642,0,78.813,0.0
karaoke,,,5514,0,537,0,78.77,0.0
typed,,,5509,0,713,0,78.699,0.0
husband,,,5502,0,696,0,78.599,0.0
likely,,,5497,0,707,0,78.527,0.0
agreed,,,5495,0,715,0,78.499,0.0
ikn,,,5494,0,693,0,78.484,0.0
socialize,,,5494,0,385,0,78.484,0.0
virgin,,,5493,0,646,0,78.47,0.0
germany,,,5491,0,681,0,78.442,0.0
ken,,,5491,0,544,0,78.442,0.0
saidn,,,5490,0,703,0,78.427,0.0
wordn,,,5488,0,692,0,78.399,0.0
crack,,,5488,0,707,0,78.399,0.0
town,,,5488,0,690,0,78.399,0.0
finding,,,5486,0,714,0,78.37,0.0
ear,,,5486,0,706,0,78.37,0.0
regret,,,5483,0,707,0,78.327,0.0
spoilers,,,5482,0,645,0,78.313,0.0
nae,,,5482,0,603,0,78.313,0.0
trans,,,5478,0,677,0,78.256,0.0
lurk,,,5470,0,643,0,78.142,0.0
trade,,,5469,0,692,0,78.127,0.0
nwhy,,,5462,0,711,0,78.027,0.0
hated,,,5459,0,714,0,77.984,0.0
thingy,,,5456,0,708,0,77.942,0.0
fries,,,5454,0,683,0,77.913,0.0
ruined,,,5449,0,711,0,77.842,0.0
jkn,,,5447,0,700,0,77.813,0.0
bin,,,5447,0,636,0,77.813,0.0
admins,,,5443,0,689,0,77.756,0.0
push,,,5442,0,701,0,77.742,0.0
rare,,,5441,0,707,0,77.727,0.0
das,,,5435,0,694,0,77.642,0.0
fresh,,,5435,0,700,0,77.642,0.0
wayn,,,5434,0,697,0,77.627,0.0
er,,,5430,0,694,0,77.57,0.0
boo,,,5426,0,684,0,77.513,0.0
tru,,,5424,0,684,0,77.484,0.0
itself,,,5421,0,709,0,77.442,0.0
bother,,,5416,0,710,0,77.37,0.0
csgo,,,5406,0,639,0,77.227,0.0
paying,,,5404,0,706,0,77.199,0.0
reee,,,5399,0,639,0,77.127,0.0
bag,,,5399,0,697,0,77.127,0.0
commit,,,5398,0,693,0,77.113,0.0
ads,,,5398,0,698,0,77.113,0.0
beer,,,5398,0,678,0,77.113,0.0
drei,,,5397,0,56,0,77.099,0.0
mel,,,5391,0,312,0,77.013,0.0
helping,,,5391,0,715,0,77.013,0.0
frog,,,5390,0,682,0,76.999,0.0
ikrn,,,5389,0,702,0,76.984,0.0
kon,,,5388,0,507,0,76.97,0.0
spelling,,,5384,0,705,0,76.913,0.0
racism,,,5383,0,666,0,76.899,0.0
helps,,,5381,0,705,0,76.87,0.0
creeper,,,5379,0,472,0,76.842,0.0
drank,,,5378,0,701,0,76.827,0.0
company,,,5376,0,699,0,76.799,0.0
anywhere,,,5374,0,694,0,76.77,0.0
eva,,,5371,0,366,0,76.727,0.0
rick,,,5367,0,678,0,76.67,0.0
cars,,,5364,0,702,0,76.627,0.0
oke,,,5360,0,630,0,76.57,0.0
mars,,,5358,0,659,0,76.542,0.0
stealing,,,5357,0,709,0,76.527,0.0
bal,,,5356,0,484,0,76.513,0.0
daysn,,,5352,0,690,0,76.456,0.0
heavy,,,5346,0,708,0,76.37,0.0
dmsn,,,5345,0,688,0,76.356,0.0
congratulations,,,5344,0,659,0,76.342,0.0
beg,,,5339,0,700,0,76.27,0.0
comment,,,5339,0,708,0,76.27,0.0
chess,,,5333,0,607,0,76.184,0.0
window,,,5327,0,710,0,76.099,0.0
reactions,,,5324,0,668,0,76.056,0.0
towards,,,5321,0,711,0,76.013,0.0
guns,,,5318,0,690,0,75.97,0.0
perhaps,,,5309,0,699,0,75.842,0.0
letters,,,5306,0,696,0,75.799,0.0
suggestions,,,5304,0,694,0,75.77,0.0
foodn,,,5303,0,685,0,75.756,0.0
focus,,,5301,0,702,0,75.727,0.0
wrongn,,,5300,0,688,0,75.713,0.0
scam,,,5299,0,693,0,75.699,0.0
nvmn,,,5295,0,713,0,75.642,0.0
bus,,,5284,0,673,0,75.484,0.0
lul,,,5284,0,634,0,75.484,0.0
listened,,,5283,0,699,0,75.47,0.0
puppy,,,5283,0,612,0,75.47,0.0
regular,,,5282,0,701,0,75.456,0.0
owen,,,5277,0,230,0,75.384,0.0
sakuras,,,5273,0,68,0,75.327,0.0
alrightn,,,5273,0,686,0,75.327,0.0
hab,,,5272,0,480,0,75.313,0.0
accepted,,,5271,0,710,0,75.299,0.0
ffs,,,5267,0,691,0,75.242,0.0
rankn,,,5266,0,609,0,75.227,0.0
highschool,,,5266,0,692,0,75.227,0.0
ure,,,5263,0,525,0,75.184,0.0
